store,day_of_week,date,sales,customers,open,promo,state_holiday,school_holiday,store_type,assortment,competition_distance,competition_open_since_month,competition_open_since_year,promo2,promo2since_week,promo2since_year,promo_interval,has_competition,year,month,day,week_of_year,is_weekend,sales_per_customer,competition_open_months,is_outlier
23,3,2014-09-10,4042,400,1,0,none,0,d,a,4060,8,2005,0,0,0,None,1,2014,9,10,37,0,10.11,109,FALSE
24,3,2014-09-10,7507,764,1,0,none,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",1,2014,9,10,37,0,9.83,174,FALSE
25,3,2014-09-10,8013,1202,1,0,none,0,c,a,430,4,2003,0,0,0,None,1,2014,9,10,37,0,6.67,137,FALSE
26,3,2014-09-10,4578,425,1,0,none,0,d,a,2300,0,0,0,0,0,None,0,2014,9,10,37,0,10.77,-1,FALSE
27,3,2014-09-10,6986,877,1,0,none,0,a,a,60,1,2005,1,5,2011,"Jan,Apr,Jul,Oct",1,2014,9,10,37,0,7.97,116,FALSE
28,3,2014-09-10,7584,823,1,0,none,0,a,a,1200,10,2014,1,6,2015,"Mar,Jun,Sept,Dec",1,2014,9,10,37,0,9.22,0,FALSE
29,3,2014-09-10,5906,576,1,0,none,0,d,c,2170,0,0,0,0,0,None,0,2014,9,10,37,0,10.25,-1,FALSE
30,3,2014-09-10,3496,555,1,0,none,0,a,a,40,2,2014,1,10,2014,"Mar,Jun,Sept,Dec",1,2014,9,10,37,0,6.3,7,FALSE
31,3,2014-09-10,4383,495,1,0,none,0,d,c,9800,7,2012,0,0,0,None,1,2014,9,10,37,0,8.85,26,FALSE
33,3,2014-09-10,5518,659,1,0,none,0,a,c,1320,5,2013,0,0,0,None,1,2014,9,10,37,0,8.37,16,FALSE
34,3,2014-09-10,6601,908,1,0,none,0,c,a,2240,9,2009,0,0,0,None,1,2014,9,10,37,0,7.27,60,FALSE
35,3,2014-09-10,8003,664,1,0,none,0,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct",1,2014,9,10,37,0,12.05,167,FALSE
37,3,2014-09-10,4712,576,1,0,none,0,c,a,4230,12,2014,0,0,0,None,1,2014,9,10,37,0,8.18,0,FALSE
38,3,2014-09-10,3971,389,1,0,none,0,d,a,1090,4,2007,0,0,0,None,1,2014,9,10,37,0,10.21,89,FALSE
39,3,2014-09-10,3826,590,1,0,none,0,a,a,260,10,2006,1,31,2013,"Feb,May,Aug,Nov",1,2014,9,10,37,0,6.48,95,FALSE
40,3,2014-09-10,3714,537,1,0,none,0,a,a,180,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2014,9,10,37,0,6.92,-1,FALSE
42,3,2014-09-10,8413,1058,1,0,none,0,a,c,290,0,0,1,40,2011,"Jan,Apr,Jul,Oct",0,2014,9,10,37,0,7.95,-1,FALSE
43,3,2014-09-10,5368,523,1,0,none,0,d,a,4880,0,0,1,37,2009,"Jan,Apr,Jul,Oct",0,2014,9,10,37,0,10.26,-1,FALSE
44,3,2014-09-10,5192,681,1,0,none,0,a,a,540,6,2011,0,0,0,None,1,2014,9,10,37,0,7.62,39,FALSE
45,3,2014-09-10,3578,307,1,0,none,0,d,a,9710,2,2014,0,0,0,None,1,2014,9,10,37,0,11.65,7,FALSE
47,3,2014-09-10,6579,923,1,0,none,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,2014,9,10,37,0,7.13,17,FALSE
48,3,2014-09-10,3072,374,1,0,none,0,a,a,1060,5,2012,0,0,0,None,1,2014,9,10,37,0,8.21,28,FALSE
49,3,2014-09-10,5823,432,1,0,none,1,d,c,18010,9,2007,0,0,0,None,1,2014,9,10,37,0,13.48,84,FALSE
50,3,2014-09-10,2885,267,1,0,none,0,d,a,6260,11,2009,0,0,0,None,1,2014,9,10,37,0,10.81,58,FALSE
1,4,2014-09-11,3392,437,1,0,none,0,c,a,1270,9,2008,0,0,0,None,1,2014,9,11,37,0,7.76,72,FALSE
2,4,2014-09-11,4123,477,1,0,none,0,a,a,570,11,2007,1,13,2010,"Jan,Apr,Jul,Oct",1,2014,9,11,37,0,8.64,82,FALSE
3,4,2014-09-11,5389,724,1,0,none,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",1,2014,9,11,37,0,7.44,93,FALSE
4,4,2014-09-11,7924,1155,1,0,none,0,c,c,620,9,2009,0,0,0,None,1,2014,9,11,37,0,6.86,60,FALSE
5,4,2014-09-11,4557,533,1,0,none,0,a,a,29910,4,2015,0,0,0,None,1,2014,9,11,37,0,8.55,0,FALSE
6,4,2014-09-11,4365,558,1,0,none,0,a,a,310,12,2013,0,0,0,None,1,2014,9,11,37,0,7.82,9,FALSE
7,4,2014-09-11,7518,933,1,0,none,0,a,c,24000,4,2013,0,0,0,None,1,2014,9,11,37,0,8.06,17,FALSE
8,4,2014-09-11,5369,729,1,0,none,0,a,a,7520,10,2014,0,0,0,None,1,2014,9,11,37,0,7.36,0,FALSE
9,4,2014-09-11,5152,502,1,0,none,0,a,c,2030,8,2000,0,0,0,None,1,2014,9,11,37,0,10.26,169,FALSE
10,4,2014-09-11,4512,563,1,0,none,0,a,a,3160,9,2009,0,0,0,None,1,2014,9,11,37,0,8.01,60,FALSE
11,4,2014-09-11,6803,1119,1,0,none,0,a,c,960,11,2011,1,1,2012,"Jan,Apr,Jul,Oct",1,2014,9,11,37,0,6.08,34,FALSE
12,4,2014-09-11,5703,799,1,0,none,0,a,c,1070,0,0,1,13,2010,"Jan,Apr,Jul,Oct",0,2014,9,11,37,0,7.14,-1,FALSE
14,4,2014-09-11,4722,579,1,0,none,0,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2014,9,11,37,0,8.16,6,FALSE
15,4,2014-09-11,5349,598,1,0,none,0,d,c,4110,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",1,2014,9,11,37,0,8.94,54,FALSE
16,4,2014-09-11,6444,732,1,0,none,1,a,c,3270,0,0,0,0,0,None,0,2014,9,11,37,0,8.8,-1,FALSE
17,4,2014-09-11,5058,743,1,0,none,0,a,a,50,12,2005,1,26,2010,"Jan,Apr,Jul,Oct",1,2014,9,11,37,0,6.81,105,FALSE
18,4,2014-09-11,6061,701,1,0,none,0,d,c,13840,6,2010,1,14,2012,"Jan,Apr,Jul,Oct",1,2014,9,11,37,0,8.65,51,FALSE
19,4,2014-09-11,5935,639,1,0,none,0,a,c,3240,0,0,1,22,2011,"Mar,Jun,Sept,Dec",0,2014,9,11,37,0,9.29,-1,FALSE
21,4,2014-09-11,3490,410,1,0,none,1,c,c,550,10,1999,1,45,2009,"Jan,Apr,Jul,Oct",1,2014,9,11,37,0,8.51,179,FALSE
23,4,2014-09-11,4297,426,1,0,none,0,d,a,4060,8,2005,0,0,0,None,1,2014,9,11,37,0,10.09,109,FALSE
24,4,2014-09-11,7091,693,1,0,none,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",1,2014,9,11,37,0,10.23,174,FALSE
25,4,2014-09-11,8117,1332,1,0,none,0,c,a,430,4,2003,0,0,0,None,1,2014,9,11,37,0,6.09,137,FALSE
26,4,2014-09-11,5059,458,1,0,none,0,d,a,2300,0,0,0,0,0,None,0,2014,9,11,37,0,11.05,-1,FALSE
27,4,2014-09-11,6751,909,1,0,none,0,a,a,60,1,2005,1,5,2011,"Jan,Apr,Jul,Oct",1,2014,9,11,37,0,7.43,116,FALSE
28,4,2014-09-11,7750,863,1,0,none,0,a,a,1200,10,2014,1,6,2015,"Mar,Jun,Sept,Dec",1,2014,9,11,37,0,8.98,0,FALSE
29,4,2014-09-11,5650,568,1,0,none,0,d,c,2170,0,0,0,0,0,None,0,2014,9,11,37,0,9.95,-1,FALSE
30,4,2014-09-11,3856,602,1,0,none,0,a,a,40,2,2014,1,10,2014,"Mar,Jun,Sept,Dec",1,2014,9,11,37,0,6.41,7,FALSE
31,4,2014-09-11,4412,523,1,0,none,0,d,c,9800,7,2012,0,0,0,None,1,2014,9,11,37,0,8.44,26,FALSE
33,4,2014-09-11,6502,728,1,0,none,0,a,c,1320,5,2013,0,0,0,None,1,2014,9,11,37,0,8.93,16,FALSE
34,4,2014-09-11,6579,892,1,0,none,0,c,a,2240,9,2009,0,0,0,None,1,2014,9,11,37,0,7.38,60,FALSE
35,4,2014-09-11,7797,654,1,0,none,0,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct",1,2014,9,11,37,0,11.92,167,FALSE
37,4,2014-09-11,5689,676,1,0,none,0,c,a,4230,12,2014,0,0,0,None,1,2014,9,11,37,0,8.42,0,FALSE
38,4,2014-09-11,3929,411,1,0,none,0,d,a,1090,4,2007,0,0,0,None,1,2014,9,11,37,0,9.56,89,FALSE
39,4,2014-09-11,3405,492,1,0,none,0,a,a,260,10,2006,1,31,2013,"Feb,May,Aug,Nov",1,2014,9,11,37,0,6.92,95,FALSE
40,4,2014-09-11,4194,603,1,0,none,0,a,a,180,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2014,9,11,37,0,6.96,-1,FALSE
42,4,2014-09-11,7977,960,1,0,none,0,a,c,290,0,0,1,40,2011,"Jan,Apr,Jul,Oct",0,2014,9,11,37,0,8.31,-1,FALSE
43,4,2014-09-11,5646,578,1,0,none,0,d,a,4880,0,0,1,37,2009,"Jan,Apr,Jul,Oct",0,2014,9,11,37,0,9.77,-1,FALSE
44,4,2014-09-11,5101,685,1,0,none,0,a,a,540,6,2011,0,0,0,None,1,2014,9,11,37,0,7.45,39,FALSE
45,4,2014-09-11,4343,360,1,0,none,0,d,a,9710,2,2014,0,0,0,None,1,2014,9,11,37,0,12.06,7,FALSE
47,4,2014-09-11,7087,887,1,0,none,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,2014,9,11,37,0,7.99,17,FALSE
48,4,2014-09-11,2820,360,1,0,none,0,a,a,1060,5,2012,0,0,0,None,1,2014,9,11,37,0,7.83,28,FALSE
49,4,2014-09-11,5612,455,1,0,none,1,d,c,18010,9,2007,0,0,0,None,1,2014,9,11,37,0,12.33,84,FALSE
50,4,2014-09-11,3239,317,1,0,none,0,d,a,6260,11,2009,0,0,0,None,1,2014,9,11,37,0,10.22,58,FALSE
1,5,2014-09-12,3906,501,1,0,none,0,c,a,1270,9,2008,0,0,0,None,1,2014,9,12,37,0,7.8,72,FALSE
2,5,2014-09-12,3323,435,1,0,none,0,a,a,570,11,2007,1,13,2010,"Jan,Apr,Jul,Oct",1,2014,9,12,37,0,7.64,82,FALSE
3,5,2014-09-12,5665,705,1,0,none,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",1,2014,9,12,37,0,8.04,93,FALSE
4,5,2014-09-12,7603,1114,1,0,none,0,c,c,620,9,2009,0,0,0,None,1,2014,9,12,37,0,6.82,60,FALSE
5,5,2014-09-12,3869,463,1,0,none,0,a,a,29910,4,2015,0,0,0,None,1,2014,9,12,37,0,8.36,0,FALSE
6,5,2014-09-12,4558,516,1,0,none,0,a,a,310,12,2013,0,0,0,None,1,2014,9,12,37,0,8.83,9,FALSE
7,5,2014-09-12,7968,1007,1,0,none,0,a,c,24000,4,2013,0,0,0,None,1,2014,9,12,37,0,7.91,17,FALSE
8,5,2014-09-12,4859,627,1,0,none,0,a,a,7520,10,2014,0,0,0,None,1,2014,9,12,37,0,7.75,0,FALSE
9,5,2014-09-12,5642,543,1,0,none,0,a,c,2030,8,2000,0,0,0,None,1,2014,9,12,37,0,10.39,169,FALSE
10,5,2014-09-12,5471,594,1,0,none,0,a,a,3160,9,2009,0,0,0,None,1,2014,9,12,37,0,9.21,60,FALSE
11,5,2014-09-12,7184,1109,1,0,none,0,a,c,960,11,2011,1,1,2012,"Jan,Apr,Jul,Oct",1,2014,9,12,37,0,6.48,34,FALSE
12,5,2014-09-12,5994,793,1,0,none,0,a,c,1070,0,0,1,13,2010,"Jan,Apr,Jul,Oct",0,2014,9,12,37,0,7.56,-1,FALSE
14,5,2014-09-12,4612,599,1,0,none,0,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2014,9,12,37,0,7.7,6,FALSE
15,5,2014-09-12,5458,568,1,0,none,0,d,c,4110,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",1,2014,9,12,37,0,9.61,54,FALSE
16,5,2014-09-12,5525,622,1,0,none,1,a,c,3270,0,0,0,0,0,None,0,2014,9,12,37,0,8.88,-1,FALSE
17,5,2014-09-12,4802,706,1,0,none,0,a,a,50,12,2005,1,26,2010,"Jan,Apr,Jul,Oct",1,2014,9,12,37,0,6.8,105,FALSE
18,5,2014-09-12,5898,693,1,0,none,0,d,c,13840,6,2010,1,14,2012,"Jan,Apr,Jul,Oct",1,2014,9,12,37,0,8.51,51,FALSE
19,5,2014-09-12,5733,629,1,0,none,0,a,c,3240,0,0,1,22,2011,"Mar,Jun,Sept,Dec",0,2014,9,12,37,0,9.11,-1,FALSE
21,5,2014-09-12,4242,417,1,0,none,1,c,c,550,10,1999,1,45,2009,"Jan,Apr,Jul,Oct",1,2014,9,12,37,0,10.17,179,FALSE
23,5,2014-09-12,4850,474,1,0,none,0,d,a,4060,8,2005,0,0,0,None,1,2014,9,12,37,0,10.23,109,FALSE
24,5,2014-09-12,7844,783,1,0,none,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",1,2014,9,12,37,0,10.02,174,FALSE
25,5,2014-09-12,8875,1362,1,0,none,0,c,a,430,4,2003,0,0,0,None,1,2014,9,12,37,0,6.52,137,FALSE
26,5,2014-09-12,6023,509,1,0,none,0,d,a,2300,0,0,0,0,0,None,0,2014,9,12,37,0,11.83,-1,FALSE
27,5,2014-09-12,6212,866,1,0,none,0,a,a,60,1,2005,1,5,2011,"Jan,Apr,Jul,Oct",1,2014,9,12,37,0,7.17,116,FALSE
28,5,2014-09-12,7361,840,1,0,none,0,a,a,1200,10,2014,1,6,2015,"Mar,Jun,Sept,Dec",1,2014,9,12,37,0,8.76,0,FALSE
29,5,2014-09-12,5906,602,1,0,none,0,d,c,2170,0,0,0,0,0,None,0,2014,9,12,37,0,9.81,-1,FALSE
30,5,2014-09-12,3175,530,1,0,none,0,a,a,40,2,2014,1,10,2014,"Mar,Jun,Sept,Dec",1,2014,9,12,37,0,5.99,7,FALSE
31,5,2014-09-12,5458,577,1,0,none,0,d,c,9800,7,2012,0,0,0,None,1,2014,9,12,37,0,9.46,26,FALSE
33,5,2014-09-12,6674,709,1,0,none,0,a,c,1320,5,2013,0,0,0,None,1,2014,9,12,37,0,9.41,16,FALSE
34,5,2014-09-12,6634,915,1,0,none,0,c,a,2240,9,2009,0,0,0,None,1,2014,9,12,37,0,7.25,60,FALSE
35,5,2014-09-12,7857,674,1,0,none,0,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct",1,2014,9,12,37,0,11.66,167,FALSE
37,5,2014-09-12,6662,731,1,0,none,0,c,a,4230,12,2014,0,0,0,None,1,2014,9,12,37,0,9.11,0,FALSE
38,5,2014-09-12,4553,421,1,0,none,0,d,a,1090,4,2007,0,0,0,None,1,2014,9,12,37,0,10.81,89,FALSE
39,5,2014-09-12,3365,509,1,0,none,0,a,a,260,10,2006,1,31,2013,"Feb,May,Aug,Nov",1,2014,9,12,37,0,6.61,95,FALSE
40,5,2014-09-12,4398,598,1,0,none,0,a,a,180,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2014,9,12,37,0,7.35,-1,FALSE
42,5,2014-09-12,8173,951,1,0,none,0,a,c,290,0,0,1,40,2011,"Jan,Apr,Jul,Oct",0,2014,9,12,37,0,8.59,-1,FALSE
43,5,2014-09-12,6047,614,1,0,none,0,d,a,4880,0,0,1,37,2009,"Jan,Apr,Jul,Oct",0,2014,9,12,37,0,9.85,-1,FALSE
44,5,2014-09-12,5473,666,1,0,none,0,a,a,540,6,2011,0,0,0,None,1,2014,9,12,37,0,8.22,39,FALSE
45,5,2014-09-12,4642,377,1,0,none,0,d,a,9710,2,2014,0,0,0,None,1,2014,9,12,37,0,12.31,7,FALSE
47,5,2014-09-12,5531,781,1,0,none,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,2014,9,12,37,0,7.08,17,FALSE
48,5,2014-09-12,3191,378,1,0,none,0,a,a,1060,5,2012,0,0,0,None,1,2014,9,12,37,0,8.44,28,FALSE
49,5,2014-09-12,6324,482,1,0,none,1,d,c,18010,9,2007,0,0,0,None,1,2014,9,12,37,0,13.12,84,FALSE
50,5,2014-09-12,3538,319,1,0,none,0,d,a,6260,11,2009,0,0,0,None,1,2014,9,12,37,0,11.09,58,FALSE
1,6,2014-09-13,4270,508,1,0,none,0,c,a,1270,9,2008,0,0,0,None,1,2014,9,13,37,1,8.41,72,FALSE
2,6,2014-09-13,2593,318,1,0,none,0,a,a,570,11,2007,1,13,2010,"Jan,Apr,Jul,Oct",1,2014,9,13,37,1,8.15,82,FALSE
3,6,2014-09-13,3737,439,1,0,none,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",1,2014,9,13,37,1,8.51,93,FALSE
4,6,2014-09-13,9563,1311,1,0,none,0,c,c,620,9,2009,0,0,0,None,1,2014,9,13,37,1,7.29,60,FALSE
5,6,2014-09-13,2107,214,1,0,none,0,a,a,29910,4,2015,0,0,0,None,1,2014,9,13,37,1,9.85,0,FALSE
6,6,2014-09-13,3151,410,1,0,none,0,a,a,310,12,2013,0,0,0,None,1,2014,9,13,37,1,7.69,9,FALSE
7,6,2014-09-13,5890,659,1,0,none,0,a,c,24000,4,2013,0,0,0,None,1,2014,9,13,37,1,8.94,17,FALSE
8,6,2014-09-13,3268,386,1,0,none,0,a,a,7520,10,2014,0,0,0,None,1,2014,9,13,37,1,8.47,0,FALSE
9,6,2014-09-13,6620,552,1,0,none,0,a,c,2030,8,2000,0,0,0,None,1,2014,9,13,37,1,11.99,169,FALSE
10,6,2014-09-13,4601,468,1,0,none,0,a,a,3160,9,2009,0,0,0,None,1,2014,9,13,37,1,9.83,60,FALSE
11,6,2014-09-13,5645,831,1,0,none,0,a,c,960,11,2011,1,1,2012,"Jan,Apr,Jul,Oct",1,2014,9,13,37,1,6.79,34,FALSE
12,6,2014-09-13,5645,757,1,0,none,0,a,c,1070,0,0,1,13,2010,"Jan,Apr,Jul,Oct",0,2014,9,13,37,1,7.46,-1,FALSE
14,6,2014-09-13,3576,399,1,0,none,0,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2014,9,13,37,1,8.96,6,FALSE
15,6,2014-09-13,5174,607,1,0,none,0,d,c,4110,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",1,2014,9,13,37,1,8.52,54,FALSE
16,6,2014-09-13,4996,555,1,0,none,0,a,c,3270,0,0,0,0,0,None,0,2014,9,13,37,1,9,-1,FALSE
17,6,2014-09-13,2676,358,1,0,none,0,a,a,50,12,2005,1,26,2010,"Jan,Apr,Jul,Oct",1,2014,9,13,37,1,7.47,105,FALSE
18,6,2014-09-13,4498,507,1,0,none,0,d,c,13840,6,2010,1,14,2012,"Jan,Apr,Jul,Oct",1,2014,9,13,37,1,8.87,51,FALSE
19,6,2014-09-13,4078,419,1,0,none,0,a,c,3240,0,0,1,22,2011,"Mar,Jun,Sept,Dec",0,2014,9,13,37,1,9.73,-1,FALSE
21,6,2014-09-13,5820,549,1,0,none,0,c,c,550,10,1999,1,45,2009,"Jan,Apr,Jul,Oct",1,2014,9,13,37,1,10.6,179,FALSE
23,6,2014-09-13,3905,404,1,0,none,0,d,a,4060,8,2005,0,0,0,None,1,2014,9,13,37,1,9.67,109,FALSE
24,6,2014-09-13,6764,684,1,0,none,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",1,2014,9,13,37,1,9.89,174,FALSE
25,6,2014-09-13,7875,1182,1,0,none,0,c,a,430,4,2003,0,0,0,None,1,2014,9,13,37,1,6.66,137,FALSE
26,6,2014-09-13,6466,579,1,0,none,0,d,a,2300,0,0,0,0,0,None,0,2014,9,13,37,1,11.17,-1,FALSE
27,6,2014-09-13,7038,854,1,0,none,0,a,a,60,1,2005,1,5,2011,"Jan,Apr,Jul,Oct",1,2014,9,13,37,1,8.24,116,FALSE
28,6,2014-09-13,3180,404,1,0,none,0,a,a,1200,10,2014,1,6,2015,"Mar,Jun,Sept,Dec",1,2014,9,13,37,1,7.87,0,FALSE
29,6,2014-09-13,6572,630,1,0,none,0,d,c,2170,0,0,0,0,0,None,0,2014,9,13,37,1,10.43,-1,FALSE
30,6,2014-09-13,4035,670,1,0,none,0,a,a,40,2,2014,1,10,2014,"Mar,Jun,Sept,Dec",1,2014,9,13,37,1,6.02,7,FALSE
31,6,2014-09-13,5356,580,1,0,none,0,d,c,9800,7,2012,0,0,0,None,1,2014,9,13,37,1,9.23,26,FALSE
33,6,2014-09-13,7611,840,1,0,none,0,a,c,1320,5,2013,0,0,0,None,1,2014,9,13,37,1,9.06,16,FALSE
34,6,2014-09-13,7340,947,1,0,none,0,c,a,2240,9,2009,0,0,0,None,1,2014,9,13,37,1,7.75,60,FALSE
35,6,2014-09-13,7399,662,1,0,none,0,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct",1,2014,9,13,37,1,11.18,167,FALSE
37,6,2014-09-13,7317,919,1,0,none,0,c,a,4230,12,2014,0,0,0,None,1,2014,9,13,37,1,7.96,0,FALSE
38,6,2014-09-13,5642,577,1,0,none,0,d,a,1090,4,2007,0,0,0,None,1,2014,9,13,37,1,9.78,89,FALSE
39,6,2014-09-13,2562,361,1,0,none,0,a,a,260,10,2006,1,31,2013,"Feb,May,Aug,Nov",1,2014,9,13,37,1,7.1,95,FALSE
40,6,2014-09-13,5618,755,1,0,none,0,a,a,180,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2014,9,13,37,1,7.44,-1,FALSE
42,6,2014-09-13,7931,904,1,0,none,0,a,c,290,0,0,1,40,2011,"Jan,Apr,Jul,Oct",0,2014,9,13,37,1,8.77,-1,FALSE
43,6,2014-09-13,4237,415,1,0,none,0,d,a,4880,0,0,1,37,2009,"Jan,Apr,Jul,Oct",0,2014,9,13,37,1,10.21,-1,FALSE
44,6,2014-09-13,4087,513,1,0,none,0,a,a,540,6,2011,0,0,0,None,1,2014,9,13,37,1,7.97,39,FALSE
45,6,2014-09-13,5839,453,1,0,none,0,d,a,9710,2,2014,0,0,0,None,1,2014,9,13,37,1,12.89,7,FALSE
47,6,2014-09-13,6381,773,1,0,none,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,2014,9,13,37,1,8.25,17,FALSE
48,6,2014-09-13,2211,244,1,0,none,0,a,a,1060,5,2012,0,0,0,None,1,2014,9,13,37,1,9.06,28,FALSE
49,6,2014-09-13,7948,606,1,0,none,0,d,c,18010,9,2007,0,0,0,None,1,2014,9,13,37,1,13.12,84,FALSE
50,6,2014-09-13,4298,366,1,0,none,0,d,a,6260,11,2009,0,0,0,None,1,2014,9,13,37,1,11.74,58,FALSE
1,1,2014-09-15,4611,545,1,1,none,0,c,a,1270,9,2008,0,0,0,None,1,2014,9,15,38,0,8.46,72,FALSE
2,1,2014-09-15,6997,735,1,1,none,0,a,a,570,11,2007,1,13,2010,"Jan,Apr,Jul,Oct",1,2014,9,15,38,0,9.52,82,FALSE
3,1,2014-09-15,10098,977,1,1,none,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",1,2014,9,15,38,0,10.34,93,FALSE
4,1,2014-09-15,11450,1471,1,1,none,0,c,c,620,9,2009,0,0,0,None,1,2014,9,15,38,0,7.78,60,FALSE
5,1,2014-09-15,7797,735,1,1,none,0,a,a,29910,4,2015,0,0,0,None,1,2014,9,15,38,0,10.61,0,FALSE
6,1,2014-09-15,6826,738,1,1,none,0,a,a,310,12,2013,0,0,0,None,1,2014,9,15,38,0,9.25,9,FALSE
7,1,2014-09-15,11534,1121,1,1,none,0,a,c,24000,4,2013,0,0,0,None,1,2014,9,15,38,0,10.29,17,FALSE
8,1,2014-09-15,8513,895,1,1,none,0,a,a,7520,10,2014,0,0,0,None,1,2014,9,15,38,0,9.51,0,FALSE
9,1,2014-09-15,9517,800,1,1,none,0,a,c,2030,8,2000,0,0,0,None,1,2014,9,15,38,0,11.9,169,FALSE
10,1,2014-09-15,7583,766,1,1,none,0,a,a,3160,9,2009,0,0,0,None,1,2014,9,15,38,0,9.9,60,FALSE
11,1,2014-09-15,9531,1295,1,1,none,0,a,c,960,11,2011,1,1,2012,"Jan,Apr,Jul,Oct",1,2014,9,15,38,0,7.36,34,FALSE
12,1,2014-09-15,11150,1151,1,1,none,0,a,c,1070,0,0,1,13,2010,"Jan,Apr,Jul,Oct",0,2014,9,15,38,0,9.69,-1,FALSE
14,1,2014-09-15,7621,770,1,1,none,0,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2014,9,15,38,0,9.9,6,FALSE
15,1,2014-09-15,8315,753,1,1,none,0,d,c,4110,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",1,2014,9,15,38,0,11.04,54,FALSE
16,1,2014-09-15,10679,1126,1,1,none,0,a,c,3270,0,0,0,0,0,None,0,2014,9,15,38,0,9.48,-1,FALSE
17,1,2014-09-15,10743,1107,1,1,none,0,a,a,50,12,2005,1,26,2010,"Jan,Apr,Jul,Oct",1,2014,9,15,38,0,9.7,105,FALSE
18,1,2014-09-15,9193,914,1,1,none,0,d,c,13840,6,2010,1,14,2012,"Jan,Apr,Jul,Oct",1,2014,9,15,38,0,10.06,51,FALSE
19,1,2014-09-15,9408,828,1,1,none,0,a,c,3240,0,0,1,22,2011,"Mar,Jun,Sept,Dec",0,2014,9,15,38,0,11.36,-1,FALSE
21,1,2014-09-15,9813,742,1,1,none,0,c,c,550,10,1999,1,45,2009,"Jan,Apr,Jul,Oct",1,2014,9,15,38,0,13.23,179,FALSE
23,1,2014-09-15,8124,625,1,1,none,0,d,a,4060,8,2005,0,0,0,None,1,2014,9,15,38,0,13,109,FALSE
24,1,2014-09-15,13285,1080,1,1,none,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",1,2014,9,15,38,0,12.3,174,FALSE
25,1,2014-09-15,12388,1711,1,1,none,0,c,a,430,4,2003,0,0,0,None,1,2014,9,15,38,0,7.24,137,FALSE
26,1,2014-09-15,10326,776,1,1,none,0,d,a,2300,0,0,0,0,0,None,0,2014,9,15,38,0,13.31,-1,FALSE
27,1,2014-09-15,13715,1317,1,1,none,0,a,a,60,1,2005,1,5,2011,"Jan,Apr,Jul,Oct",1,2014,9,15,38,0,10.41,116,FALSE
28,1,2014-09-15,8079,850,1,1,none,0,a,a,1200,10,2014,1,6,2015,"Mar,Jun,Sept,Dec",1,2014,9,15,38,0,9.5,0,FALSE
29,1,2014-09-15,12321,898,1,1,none,0,d,c,2170,0,0,0,0,0,None,0,2014,9,15,38,0,13.72,-1,FALSE
30,1,2014-09-15,6642,855,1,1,none,0,a,a,40,2,2014,1,10,2014,"Mar,Jun,Sept,Dec",1,2014,9,15,38,0,7.77,7,FALSE
31,1,2014-09-15,6145,625,1,1,none,0,d,c,9800,7,2012,0,0,0,None,1,2014,9,15,38,0,9.83,26,FALSE
33,1,2014-09-15,10080,970,1,1,none,0,a,c,1320,5,2013,0,0,0,None,1,2014,9,15,38,0,10.39,16,FALSE
34,1,2014-09-15,9431,1107,1,1,none,0,c,a,2240,9,2009,0,0,0,None,1,2014,9,15,38,0,8.52,60,FALSE
35,1,2014-09-15,13585,919,1,1,none,0,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct",1,2014,9,15,38,0,14.78,167,FALSE
