store,day_of_week,date,sales,customers,open,promo,state_holiday,school_holiday,store_type,assortment,competition_distance,competition_open_since_month,competition_open_since_year,promo2,promo2since_week,promo2since_year,promo_interval,has_competition,year,month,day,week_of_year,is_weekend,sales_per_customer,competition_open_months,is_outlier
41,6,2015-04-11,5768,456,1,0,none,0,d,c,1180,0,0,1,31,2013,"Jan,Apr,Jul,Oct",0,2015,4,11,15,1,12.65,-1,FALSE
5,5,2015-03-13,4146,494,1,0,none,0,a,a,29910,4,2015,0,0,0,None,1,2015,3,13,11,0,8.39,0,FALSE
27,2,2014-09-02,12916,1290,1,1,none,0,a,a,60,1,2005,1,5,2011,"Jan,Apr,Jul,Oct",1,2014,9,2,36,0,10.01,116,FALSE
45,4,2015-01-29,5755,420,1,1,none,0,d,a,9710,2,2014,0,0,0,None,1,2015,1,29,5,0,13.7,11,FALSE
14,6,2015-05-16,3374,393,1,0,none,0,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,5,16,20,1,8.59,14,FALSE
6,3,2014-09-17,5298,614,1,1,none,0,a,a,310,12,2013,0,0,0,None,1,2014,9,17,38,0,8.63,9,FALSE
37,2,2015-02-24,3669,486,1,0,none,0,c,a,4230,12,2014,0,0,0,None,1,2015,2,24,9,0,7.55,2,FALSE
6,6,2015-03-14,3164,338,1,0,none,0,a,a,310,12,2013,0,0,0,None,1,2015,3,14,11,1,9.36,15,FALSE
34,3,2014-12-03,9753,1135,1,1,none,0,c,a,2240,9,2009,0,0,0,None,1,2014,12,3,49,0,8.59,63,FALSE
36,3,2015-06-24,8241,956,1,0,none,0,a,c,540,6,2003,1,40,2014,"Jan,Apr,Jul,Oct",1,2015,6,24,26,0,8.62,144,FALSE
12,4,2014-10-09,9326,975,1,1,none,0,a,c,1070,0,0,1,13,2010,"Jan,Apr,Jul,Oct",0,2014,10,9,41,0,9.57,-1,FALSE
42,6,2014-08-16,8121,955,1,0,none,0,a,c,290,0,0,1,40,2011,"Jan,Apr,Jul,Oct",0,2014,8,16,33,1,8.5,-1,FALSE
25,5,2015-06-05,13330,1742,1,1,none,0,c,a,430,4,2003,0,0,0,None,1,2015,6,5,23,0,7.65,146,FALSE
25,3,2015-04-22,9740,1316,1,0,none,0,c,a,430,4,2003,0,0,0,None,1,2015,4,22,17,0,7.4,144,FALSE
21,3,2014-08-13,3742,399,1,0,none,1,c,c,550,10,1999,1,45,2009,"Jan,Apr,Jul,Oct",1,2014,8,13,33,0,9.38,178,FALSE
18,3,2015-05-27,6072,684,1,0,none,0,d,c,13840,6,2010,1,14,2012,"Jan,Apr,Jul,Oct",1,2015,5,27,22,0,8.88,59,FALSE
12,2,2014-10-21,7206,788,1,1,none,1,a,c,1070,0,0,1,13,2010,"Jan,Apr,Jul,Oct",0,2014,10,21,43,0,9.14,-1,FALSE
24,6,2014-10-18,6509,635,1,0,none,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",1,2014,10,18,42,1,10.25,175,FALSE
11,4,2014-08-28,7999,1274,1,0,none,0,a,c,960,11,2011,1,1,2012,"Jan,Apr,Jul,Oct",1,2014,8,28,35,0,6.28,33,FALSE
39,6,2015-04-25,4641,635,1,0,none,0,a,a,260,10,2006,1,31,2013,"Feb,May,Aug,Nov",1,2015,4,25,17,1,7.31,102,FALSE
48,3,2014-10-29,2706,346,1,0,none,0,a,a,1060,5,2012,0,0,0,None,1,2014,10,29,44,0,7.82,29,FALSE
32,4,2015-07-16,4506,500,1,1,none,0,a,a,2910,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,7,16,29,0,9.01,-1,FALSE
29,1,2015-02-16,12280,951,1,1,none,0,d,c,2170,0,0,0,0,0,None,0,2015,2,16,8,0,12.91,-1,FALSE
44,5,2015-05-15,5242,649,1,0,none,1,a,a,540,6,2011,0,0,0,None,1,2015,5,15,20,0,8.08,47,FALSE
7,1,2014-11-10,10223,1011,1,1,none,0,a,c,24000,4,2013,0,0,0,None,1,2014,11,10,46,0,10.11,19,FALSE
4,4,2014-11-20,7866,1184,1,0,none,0,c,c,620,9,2009,0,0,0,None,1,2014,11,20,47,0,6.64,62,FALSE
30,6,2015-07-18,3335,556,1,0,none,0,a,a,40,2,2014,1,10,2014,"Mar,Jun,Sept,Dec",1,2015,7,18,29,1,6,17,FALSE
7,1,2015-05-04,12935,1229,1,1,none,0,a,c,24000,4,2013,0,0,0,None,1,2015,5,4,19,0,10.52,25,FALSE
45,5,2014-10-17,4517,387,1,0,none,0,d,a,9710,2,2014,0,0,0,None,1,2014,10,17,42,0,11.67,8,FALSE
4,6,2015-01-24,9401,1386,1,0,none,0,c,c,620,9,2009,0,0,0,None,1,2015,1,24,4,1,6.78,64,FALSE
11,2,2015-05-12,6575,964,1,0,none,0,a,c,960,11,2011,1,1,2012,"Jan,Apr,Jul,Oct",1,2015,5,12,20,0,6.82,42,FALSE
26,2,2015-03-03,7450,592,1,1,none,0,d,a,2300,0,0,0,0,0,None,0,2015,3,3,10,0,12.58,-1,FALSE
8,5,2015-04-24,5160,603,1,0,none,0,a,a,7520,10,2014,0,0,0,None,1,2015,4,24,17,0,8.56,6,FALSE
27,6,2015-01-31,8691,931,1,0,none,0,a,a,60,1,2005,1,5,2011,"Jan,Apr,Jul,Oct",1,2015,1,31,5,1,9.34,120,FALSE
24,1,2015-06-15,15726,1126,1,1,none,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,6,15,25,0,13.97,183,FALSE
23,1,2014-11-10,6925,589,1,1,none,0,d,a,4060,8,2005,0,0,0,None,1,2014,11,10,46,0,11.76,111,FALSE
48,3,2014-12-03,4930,432,1,1,none,0,a,a,1060,5,2012,0,0,0,None,1,2014,12,3,49,0,11.41,31,FALSE
31,6,2014-08-02,4998,555,1,0,none,0,d,c,9800,7,2012,0,0,0,None,1,2014,8,2,31,1,9.01,25,FALSE
45,4,2014-09-11,4343,360,1,0,none,0,d,a,9710,2,2014,0,0,0,None,1,2014,9,11,37,0,12.06,7,FALSE
5,2,2015-06-16,6354,671,1,1,none,0,a,a,29910,4,2015,0,0,0,None,1,2015,6,16,25,0,9.47,2,FALSE
50,6,2014-10-18,3499,349,1,0,none,0,d,a,6260,11,2009,0,0,0,None,1,2014,10,18,42,1,10.03,59,FALSE
15,4,2015-04-30,11071,961,1,1,none,0,d,c,4110,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,4,30,18,0,11.52,61,FALSE
12,6,2014-08-16,4817,636,1,0,none,0,a,c,1070,0,0,1,13,2010,"Jan,Apr,Jul,Oct",0,2014,8,16,33,1,7.57,-1,FALSE
2,2,2015-06-30,9863,877,1,1,none,0,a,a,570,11,2007,1,13,2010,"Jan,Apr,Jul,Oct",1,2015,6,30,27,0,11.25,91,FALSE
50,5,2014-12-19,5902,468,1,1,none,0,d,a,6260,11,2009,0,0,0,None,1,2014,12,19,51,0,12.61,61,FALSE
32,6,2015-06-06,2606,318,1,0,none,0,a,a,2910,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,6,6,23,1,8.19,-1,FALSE
18,1,2015-05-04,10369,937,1,1,none,0,d,c,13840,6,2010,1,14,2012,"Jan,Apr,Jul,Oct",1,2015,5,4,19,0,11.07,59,FALSE
49,6,2014-10-18,6424,513,1,0,none,0,d,c,18010,9,2007,0,0,0,None,1,2014,10,18,42,1,12.52,85,FALSE
50,4,2015-03-19,4508,394,1,1,none,0,d,a,6260,11,2009,0,0,0,None,1,2015,3,19,12,0,11.44,64,FALSE
16,5,2014-08-22,7404,747,1,1,none,1,a,c,3270,0,0,0,0,0,None,0,2014,8,22,34,0,9.91,-1,FALSE
9,3,2015-02-18,7417,668,1,1,none,0,a,c,2030,8,2000,0,0,0,None,1,2015,2,18,8,0,11.1,174,FALSE
34,6,2015-06-06,7823,945,1,0,none,0,c,a,2240,9,2009,0,0,0,None,1,2015,6,6,23,1,8.28,69,FALSE
14,3,2015-02-18,6106,679,1,1,none,0,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,2,18,8,0,8.99,11,FALSE
25,6,2015-02-21,8640,1328,1,0,none,0,c,a,430,4,2003,0,0,0,None,1,2015,2,21,8,1,6.51,142,FALSE
15,5,2015-07-17,9368,775,1,1,none,0,d,c,4110,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,7,17,29,0,12.09,64,FALSE
22,4,2015-07-30,5685,575,1,1,none,0,a,a,1040,0,0,1,22,2012,"Jan,Apr,Jul,Oct",0,2015,7,30,31,0,9.89,-1,FALSE
20,2,2015-03-17,9433,1002,1,1,none,0,d,a,2340,5,2009,1,40,2014,"Jan,Apr,Jul,Oct",1,2015,3,17,12,0,9.41,70,FALSE
18,2,2015-06-23,5755,665,1,0,none,0,d,c,13840,6,2010,1,14,2012,"Jan,Apr,Jul,Oct",1,2015,6,23,26,0,8.65,60,FALSE
9,5,2015-03-27,6346,577,1,0,none,0,a,c,2030,8,2000,0,0,0,None,1,2015,3,27,13,0,11,175,FALSE
15,2,2014-12-02,9850,795,1,1,none,0,d,c,4110,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",1,2014,12,2,49,0,12.39,57,FALSE
11,6,2015-03-14,6096,831,1,0,none,0,a,c,960,11,2011,1,1,2012,"Jan,Apr,Jul,Oct",1,2015,3,14,11,1,7.34,40,FALSE
3,2,2015-03-17,8154,857,1,1,none,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,3,17,12,0,9.51,99,FALSE
29,4,2015-02-19,7922,694,1,1,none,0,d,c,2170,0,0,0,0,0,None,0,2015,2,19,8,0,11.41,-1,FALSE
3,2,2014-09-16,8607,879,1,1,none,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",1,2014,9,16,38,0,9.79,93,FALSE
39,2,2015-05-05,8885,1011,1,1,none,0,a,a,260,10,2006,1,31,2013,"Feb,May,Aug,Nov",1,2015,5,5,19,0,8.79,103,FALSE
48,2,2015-06-09,3068,361,1,0,none,0,a,a,1060,5,2012,0,0,0,None,1,2015,6,9,24,0,8.5,37,FALSE
47,6,2015-06-13,5010,673,1,0,none,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,2015,6,13,24,1,7.44,26,FALSE
43,6,2015-01-17,4429,425,1,0,none,0,d,a,4880,0,0,1,37,2009,"Jan,Apr,Jul,Oct",0,2015,1,17,3,1,10.42,-1,FALSE
9,5,2015-03-06,8287,711,1,1,none,0,a,c,2030,8,2000,0,0,0,None,1,2015,3,6,10,0,11.66,175,FALSE
50,6,2014-12-06,5179,412,1,0,none,0,d,a,6260,11,2009,0,0,0,None,1,2014,12,6,49,1,12.57,61,FALSE
38,5,2015-02-27,5581,526,1,0,none,0,d,a,1090,4,2007,0,0,0,None,1,2015,2,27,9,0,10.61,94,FALSE
25,2,2014-08-05,11619,1539,1,1,none,1,c,a,430,4,2003,0,0,0,None,1,2014,8,5,32,0,7.55,136,FALSE
49,5,2014-09-26,6343,499,1,0,none,0,d,c,18010,9,2007,0,0,0,None,1,2014,9,26,39,0,12.71,84,FALSE
39,4,2015-02-19,4961,669,1,1,none,0,a,a,260,10,2006,1,31,2013,"Feb,May,Aug,Nov",1,2015,2,19,8,0,7.42,100,FALSE
1,4,2014-10-09,4654,527,1,1,none,0,c,a,1270,9,2008,0,0,0,None,1,2014,10,9,41,0,8.83,73,FALSE
24,1,2014-08-25,7073,779,1,0,none,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",1,2014,8,25,35,0,9.08,173,FALSE
15,4,2015-01-22,5636,614,1,0,none,0,d,c,4110,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,1,22,4,0,9.18,58,FALSE
10,6,2014-09-27,4113,469,1,0,none,0,a,a,3160,9,2009,0,0,0,None,1,2014,9,27,39,1,8.77,60,FALSE
26,3,2014-10-15,5044,447,1,0,none,1,d,a,2300,0,0,0,0,0,None,0,2014,10,15,42,0,11.28,-1,FALSE
14,2,2015-02-24,4078,538,1,0,none,0,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,2,24,9,0,7.58,11,FALSE
30,3,2014-12-17,6960,872,1,1,none,0,a,a,40,2,2014,1,10,2014,"Mar,Jun,Sept,Dec",1,2014,12,17,51,0,7.98,10,FALSE
19,3,2015-02-18,6799,683,1,1,none,0,a,c,3240,0,0,1,22,2011,"Mar,Jun,Sept,Dec",0,2015,2,18,8,0,9.95,-1,FALSE
49,5,2014-08-22,7022,546,1,1,none,1,d,c,18010,9,2007,0,0,0,None,1,2014,8,22,34,0,12.86,83,FALSE
9,6,2014-08-02,6233,558,1,0,none,0,a,c,2030,8,2000,0,0,0,None,1,2014,8,2,31,1,11.17,168,FALSE
2,5,2015-06-12,3539,480,1,0,none,0,a,a,570,11,2007,1,13,2010,"Jan,Apr,Jul,Oct",1,2015,6,12,24,0,7.37,91,FALSE
17,3,2015-02-25,4813,694,1,0,none,0,a,a,50,12,2005,1,26,2010,"Jan,Apr,Jul,Oct",1,2015,2,25,9,0,6.94,110,FALSE
50,6,2014-12-13,5177,420,1,0,none,0,d,a,6260,11,2009,0,0,0,None,1,2014,12,13,50,1,12.33,61,FALSE
14,5,2014-12-05,7591,825,1,1,none,0,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2014,12,5,49,0,9.2,9,FALSE
50,5,2014-11-21,2944,288,1,0,none,0,d,a,6260,11,2009,0,0,0,None,1,2014,11,21,47,0,10.22,60,FALSE
42,2,2015-03-24,8707,1021,1,0,none,0,a,c,290,0,0,1,40,2011,"Jan,Apr,Jul,Oct",0,2015,3,24,13,0,8.53,-1,FALSE
21,5,2015-06-26,5327,440,1,0,none,0,c,c,550,10,1999,1,45,2009,"Jan,Apr,Jul,Oct",1,2015,6,26,26,0,12.11,188,FALSE
44,5,2015-05-08,6260,690,1,1,none,0,a,a,540,6,2011,0,0,0,None,1,2015,5,8,19,0,9.07,47,FALSE
47,5,2015-01-16,7952,1016,1,1,none,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,2015,1,16,3,0,7.83,21,FALSE
46,6,2015-06-27,5743,691,1,0,none,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,6,27,26,1,8.31,117,FALSE
19,2,2014-09-09,5712,611,1,0,none,0,a,c,3240,0,0,1,22,2011,"Mar,Jun,Sept,Dec",0,2014,9,9,37,0,9.35,-1,FALSE
43,4,2015-06-18,6901,630,1,1,none,0,d,a,4880,0,0,1,37,2009,"Jan,Apr,Jul,Oct",0,2015,6,18,25,0,10.95,-1,FALSE
50,1,2014-08-18,6173,463,1,1,none,1,d,a,6260,11,2009,0,0,0,None,1,2014,8,18,34,0,13.33,57,FALSE
29,4,2014-09-04,8009,657,1,1,none,0,d,c,2170,0,0,0,0,0,None,0,2014,9,4,36,0,12.19,-1,FALSE
37,2,2014-09-30,8539,796,1,1,none,0,c,a,4230,12,2014,0,0,0,None,1,2014,9,30,40,0,10.73,0,FALSE
3,1,2014-09-01,10679,962,1,1,none,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",1,2014,9,1,36,0,11.1,93,FALSE
22,1,2015-06-01,6808,609,1,1,none,1,a,a,1040,0,0,1,22,2012,"Jan,Apr,Jul,Oct",0,2015,6,1,23,0,11.18,-1,FALSE
49,3,2014-12-10,7087,486,1,0,none,0,d,c,18010,9,2007,0,0,0,None,1,2014,12,10,50,0,14.58,87,FALSE
8,6,2015-04-25,3213,401,1,0,none,0,a,a,7520,10,2014,0,0,0,None,1,2015,4,25,17,1,8.01,6,FALSE
4,1,2014-11-03,13095,1656,1,1,none,0,c,c,620,9,2009,0,0,0,None,1,2014,11,3,45,0,7.91,62,FALSE
23,1,2015-07-06,5393,480,1,0,none,0,d,a,4060,8,2005,0,0,0,None,1,2015,7,6,28,0,11.24,119,FALSE
2,2,2015-02-03,6837,684,1,1,none,1,a,a,570,11,2007,1,13,2010,"Jan,Apr,Jul,Oct",1,2015,2,3,6,0,10,87,FALSE
10,3,2014-12-03,6532,619,1,1,none,0,a,a,3160,9,2009,0,0,0,None,1,2014,12,3,49,0,10.55,63,FALSE
9,6,2014-11-15,6430,570,1,0,none,0,a,c,2030,8,2000,0,0,0,None,1,2014,11,15,46,1,11.28,171,FALSE
1,3,2014-08-06,5337,575,1,1,none,1,c,a,1270,9,2008,0,0,0,None,1,2014,8,6,32,0,9.28,71,FALSE
26,5,2014-10-10,7414,624,1,1,none,1,d,a,2300,0,0,0,0,0,None,0,2014,10,10,41,0,11.88,-1,FALSE
18,3,2015-07-22,5940,654,1,0,none,1,d,c,13840,6,2010,1,14,2012,"Jan,Apr,Jul,Oct",1,2015,7,22,30,0,9.08,61,FALSE
45,1,2014-12-22,9750,764,1,0,none,1,d,a,9710,2,2014,0,0,0,None,1,2014,12,22,52,0,12.76,10,TRUE
4,2,2014-10-21,9786,1357,1,1,none,1,c,c,620,9,2009,0,0,0,None,1,2014,10,21,43,0,7.21,61,FALSE
15,5,2015-01-02,5848,626,1,0,none,1,d,c,4110,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,1,2,1,0,9.34,58,FALSE
9,4,2015-01-15,7003,564,1,1,none,0,a,c,2030,8,2000,0,0,0,None,1,2015,1,15,3,0,12.42,173,FALSE
47,2,2015-06-09,6428,877,1,0,none,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,2015,6,9,24,0,7.33,26,FALSE
19,2,2015-03-10,5905,631,1,0,none,0,a,c,3240,0,0,1,22,2011,"Mar,Jun,Sept,Dec",0,2015,3,10,11,0,9.36,-1,FALSE
19,6,2014-10-18,3697,353,1,0,none,0,a,c,3240,0,0,1,22,2011,"Mar,Jun,Sept,Dec",0,2014,10,18,42,1,10.47,-1,FALSE
14,6,2015-06-06,3640,440,1,0,none,0,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,6,6,23,1,8.27,15,FALSE
18,3,2015-02-25,5960,689,1,0,none,0,d,c,13840,6,2010,1,14,2012,"Jan,Apr,Jul,Oct",1,2015,2,25,9,0,8.65,56,FALSE
50,4,2015-02-26,3516,324,1,0,none,0,d,a,6260,11,2009,0,0,0,None,1,2015,2,26,9,0,10.85,63,FALSE
33,1,2014-12-01,12137,1083,1,1,none,0,a,c,1320,5,2013,0,0,0,None,1,2014,12,1,49,0,11.21,19,FALSE
8,6,2014-12-27,3806,502,1,0,none,0,a,a,7520,10,2014,0,0,0,None,1,2014,12,27,52,1,7.58,2,FALSE
4,6,2015-01-31,11904,1560,1,0,none,0,c,c,620,9,2009,0,0,0,None,1,2015,1,31,5,1,7.63,64,FALSE
8,3,2015-07-01,8523,895,1,1,none,0,a,a,7520,10,2014,0,0,0,None,1,2015,7,1,27,0,9.52,9,FALSE
21,2,2014-12-30,7048,605,1,0,none,1,c,c,550,10,1999,1,45,2009,"Jan,Apr,Jul,Oct",1,2014,12,30,1,0,11.65,182,FALSE
29,4,2014-11-27,8524,701,1,1,none,0,d,c,2170,0,0,0,0,0,None,0,2014,11,27,48,0,12.16,-1,FALSE
30,5,2015-02-06,4185,604,1,1,none,0,a,a,40,2,2014,1,10,2014,"Mar,Jun,Sept,Dec",1,2015,2,6,6,0,6.93,12,FALSE
45,3,2015-06-03,7892,576,1,1,none,0,d,a,9710,2,2014,0,0,0,None,1,2015,6,3,23,0,13.7,16,FALSE
44,6,2014-09-27,3622,451,1,0,none,0,a,a,540,6,2011,0,0,0,None,1,2014,9,27,39,1,8.03,39,FALSE
48,1,2015-03-09,3718,409,1,0,none,1,a,a,1060,5,2012,0,0,0,None,1,2015,3,9,11,0,9.09,34,FALSE
46,5,2015-07-31,7628,775,1,1,none,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,7,31,31,0,9.84,118,FALSE
7,2,2015-03-31,11956,969,1,1,none,0,a,c,24000,4,2013,0,0,0,None,1,2015,3,31,14,0,12.34,23,FALSE
20,3,2015-06-03,9814,1093,1,1,none,1,d,a,2340,5,2009,1,40,2014,"Jan,Apr,Jul,Oct",1,2015,6,3,23,0,8.98,73,FALSE
48,5,2014-08-01,3955,402,1,1,none,1,a,a,1060,5,2012,0,0,0,None,1,2014,8,1,31,0,9.84,27,FALSE
14,2,2014-08-05,6419,673,1,1,none,1,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2014,8,5,32,0,9.54,5,FALSE
7,3,2015-07-08,9204,963,1,0,none,0,a,c,24000,4,2013,0,0,0,None,1,2015,7,8,28,0,9.56,27,FALSE
18,6,2014-11-01,6145,660,1,0,none,0,d,c,13840,6,2010,1,14,2012,"Jan,Apr,Jul,Oct",1,2014,11,1,44,1,9.31,53,FALSE
49,3,2014-11-05,6880,464,1,1,none,0,d,c,18010,9,2007,0,0,0,None,1,2014,11,5,45,0,14.83,86,FALSE
39,1,2014-10-20,7303,858,1,1,none,0,a,a,260,10,2006,1,31,2013,"Feb,May,Aug,Nov",1,2014,10,20,43,0,8.51,96,FALSE
22,2,2015-07-14,5027,561,1,1,none,0,a,a,1040,0,0,1,22,2012,"Jan,Apr,Jul,Oct",0,2015,7,14,29,0,8.96,-1,FALSE
16,3,2014-08-06,9129,866,1,1,none,1,a,c,3270,0,0,0,0,0,None,0,2014,8,6,32,0,10.54,-1,FALSE
12,1,2015-03-30,13860,1166,1,1,none,0,a,c,1070,0,0,1,13,2010,"Jan,Apr,Jul,Oct",0,2015,3,30,14,0,11.89,-1,TRUE
34,5,2015-06-05,8726,1046,1,1,none,0,c,a,2240,9,2009,0,0,0,None,1,2015,6,5,23,0,8.34,69,FALSE
12,3,2014-10-22,7894,911,1,1,none,1,a,c,1070,0,0,1,13,2010,"Jan,Apr,Jul,Oct",0,2014,10,22,43,0,8.67,-1,FALSE
35,2,2015-03-24,7087,650,1,0,none,0,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct",1,2015,3,24,13,0,10.9,173,FALSE
5,1,2014-11-10,6540,689,1,1,none,0,a,a,29910,4,2015,0,0,0,None,1,2014,11,10,46,0,9.49,0,FALSE
8,3,2015-02-25,5473,663,1,0,none,0,a,a,7520,10,2014,0,0,0,None,1,2015,2,25,9,0,8.25,4,FALSE
13,1,2015-07-06,3055,271,1,0,none,0,d,a,310,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,7,6,28,0,11.27,-1,FALSE
17,3,2014-11-19,5367,767,1,0,none,0,a,a,50,12,2005,1,26,2010,"Jan,Apr,Jul,Oct",1,2014,11,19,47,0,7,107,FALSE
14,5,2014-08-08,5545,658,1,1,none,1,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2014,8,8,32,0,8.43,5,FALSE
5,3,2015-04-08,4191,550,1,0,none,1,a,a,29910,4,2015,0,0,0,None,1,2015,4,8,15,0,7.62,0,FALSE
45,5,2015-01-09,6430,449,1,1,none,0,d,a,9710,2,2014,0,0,0,None,1,2015,1,9,2,0,14.32,11,FALSE
3,4,2014-10-16,5271,652,1,0,none,1,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",1,2014,10,16,42,0,8.08,94,FALSE
7,2,2015-01-06,11736,1120,1,1,none,1,a,c,24000,4,2013,0,0,0,None,1,2015,1,6,2,0,10.48,21,FALSE
24,4,2015-02-12,8540,792,1,0,none,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,2,12,7,0,10.78,179,FALSE
42,1,2015-02-23,7629,955,1,0,none,0,a,c,290,0,0,1,40,2011,"Jan,Apr,Jul,Oct",0,2015,2,23,9,0,7.99,-1,FALSE
31,1,2014-08-25,6633,706,1,0,none,0,d,c,9800,7,2012,0,0,0,None,1,2014,8,25,35,0,9.4,25,FALSE
11,4,2015-02-26,7169,1059,1,0,none,0,a,c,960,11,2011,1,1,2012,"Jan,Apr,Jul,Oct",1,2015,2,26,9,0,6.77,39,FALSE
40,5,2015-01-23,3197,459,1,0,none,0,a,a,180,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,1,23,4,0,6.97,-1,FALSE
29,3,2015-01-14,8407,697,1,1,none,0,d,c,2170,0,0,0,0,0,None,0,2015,1,14,3,0,12.06,-1,FALSE
50,6,2015-04-25,4213,392,1,0,none,0,d,a,6260,11,2009,0,0,0,None,1,2015,4,25,17,1,10.75,65,FALSE
35,2,2015-07-28,10877,711,1,1,none,1,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct",1,2015,7,28,31,0,15.3,177,FALSE
28,6,2015-05-02,3163,377,1,0,none,0,a,a,1200,10,2014,1,6,2015,"Mar,Jun,Sept,Dec",1,2015,5,2,18,1,8.39,7,FALSE
27,4,2015-04-30,14675,1449,1,1,none,0,a,a,60,1,2005,1,5,2011,"Jan,Apr,Jul,Oct",1,2015,4,30,18,0,10.13,123,FALSE
43,5,2015-07-24,5554,528,1,0,none,1,d,a,4880,0,0,1,37,2009,"Jan,Apr,Jul,Oct",0,2015,7,24,30,0,10.52,-1,FALSE
8,3,2015-03-11,4972,663,1,0,none,0,a,a,7520,10,2014,0,0,0,None,1,2015,3,11,11,0,7.5,5,FALSE
13,6,2015-07-18,4956,394,1,0,none,0,d,a,310,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,7,18,29,1,12.58,-1,FALSE
9,1,2015-01-05,10602,845,1,1,none,1,a,c,2030,8,2000,0,0,0,None,1,2015,1,5,2,0,12.55,173,FALSE
43,5,2014-09-19,7307,669,1,1,none,0,d,a,4880,0,0,1,37,2009,"Jan,Apr,Jul,Oct",0,2014,9,19,38,0,10.92,-1,FALSE
42,1,2015-05-18,12304,1267,1,1,none,0,a,c,290,0,0,1,40,2011,"Jan,Apr,Jul,Oct",0,2015,5,18,21,0,9.71,-1,FALSE
35,4,2015-03-19,10641,774,1,1,none,0,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct",1,2015,3,19,12,0,13.75,173,FALSE
47,4,2014-10-30,7103,903,1,0,none,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,2014,10,30,44,0,7.87,18,FALSE
28,5,2014-11-28,6604,641,1,1,none,0,a,a,1200,10,2014,1,6,2015,"Mar,Jun,Sept,Dec",1,2014,11,28,48,0,10.3,1,FALSE
2,4,2015-02-12,3765,485,1,0,none,0,a,a,570,11,2007,1,13,2010,"Jan,Apr,Jul,Oct",1,2015,2,12,7,0,7.76,87,FALSE
44,2,2015-01-06,6241,689,1,1,none,0,a,a,540,6,2011,0,0,0,None,1,2015,1,6,2,0,9.06,43,FALSE
19,1,2014-09-01,7913,779,1,1,none,0,a,c,3240,0,0,1,22,2011,"Mar,Jun,Sept,Dec",0,2014,9,1,36,0,10.16,-1,FALSE
20,6,2015-06-13,6302,590,1,0,none,0,d,a,2340,5,2009,1,40,2014,"Jan,Apr,Jul,Oct",1,2015,6,13,24,1,10.68,73,FALSE
20,2,2015-05-05,9973,984,1,1,none,0,d,a,2340,5,2009,1,40,2014,"Jan,Apr,Jul,Oct",1,2015,5,5,19,0,10.14,72,FALSE
4,6,2015-07-04,9358,1257,1,0,none,0,c,c,620,9,2009,0,0,0,None,1,2015,7,4,27,1,7.44,70,FALSE
8,3,2015-06-10,5246,659,1,0,none,0,a,a,7520,10,2014,0,0,0,None,1,2015,6,10,24,0,7.96,8,FALSE
34,3,2014-09-03,8513,1034,1,1,none,0,c,a,2240,9,2009,0,0,0,None,1,2014,9,3,36,0,8.23,60,FALSE
